,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,lang
219,1505688068422275072,1505688068422275072,1647818984000.0,2022-03-20 23:29:44,+0000,,Balapan MotoGP Terasa Lebih Seru dari Bale TelkomGroup di Bukit 360 Mandalika.  https://t.co/9QKaNJ2ynH,in,[],[],752419508,752419508,pustakalewi,Lewi Media,7,23,https://twitter.com/pustakalewi/status/1505688068422275072,['https://www.pustakalewi.com/2022/03/20/balapan-motogp-terasa-lebih-seru-dari-bale-telkomgroup-di-bukit-360-mandalika/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
222,1505687988214599681,1505687988214599681,1647818965000.0,2022-03-20 23:29:25,+0000,,Pawang mandalika karyawan BUMN (PP). Sudah pasti lulusan kampus ternama dengan IPK tinggi.,in,[],[],198507525,198507525,Kirafiol,Gusti Oki,7,23,https://twitter.com/Kirafiol/status/1505687988214599681,[],[],0,,False,0,0,0,https://twitter.com/txtdarigajelas/status/1505491207551524865,Mandalika,,,,,,,[],,,,,id
223,1505687951669620742,1505687951669620742,1647818956000.0,2022-03-20 23:29:16,+0000,,sirkuit Mandalika hujan walaupun ada pawang hujan. yaaa org pawang hujannya di ekspos sih ya jadinya adu kekuatan sama shaman seluruh Indonesia lainnya iseng dan iri dengki 🙄🙄🙄,in,[],[],65396253,65396253,brilcoy,bck,7,23,https://twitter.com/brilcoy/status/1505687951669620742,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
224,1505687911735660545,1505687911735660545,1647818947000.0,2022-03-20 23:29:07,+0000,,Perbedaan nyata antara Mandalika dan Corona di era teknologi sungguh menggelikan dan memalukan. Berasa lagi nonton kejadian The Conjuring di film Star Wars.,in,[],[],1125226402368778240,1125226402368778240,KakSuryadi,Suryadi,7,23,https://twitter.com/KakSuryadi/status/1505687911735660545,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
225,1505687856018251776,1505687856018251776,1647818933000.0,2022-03-20 23:28:53,+0000,,Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,in,[],[],1495207467063844864,1495207467063844864,dani_ardiani,Dani Ardiani,7,23,https://twitter.com/dani_ardiani/status/1505687856018251776,[],[],0,,False,1,0,0,https://twitter.com/si_heulang/status/1505601379293106178,Mandalika,,,,,,,[],,,,,id
226,1505687832756887552,1505687832756887552,1647818928000.0,2022-03-20 23:28:48,+0000,,Presiden Joko Widodo Apresiasi Masyarakat Hingga Penyelenggara MotoGP Mandalika 2022  https://t.co/UVsCzKM4x5,in,[],[],1222138340369031169,1222138340369031169,barisanguruhsu1,rakjat biasa aja,7,23,https://twitter.com/barisanguruhsu1/status/1505687832756887552,[],['https://pbs.twimg.com/media/FOVHGppaAAIUDXT.jpg'],1,https://pbs.twimg.com/media/FOVHGppaAAIUDXT.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
227,1505687803258048513,1505601379293106178,1647818921000.0,2022-03-20 23:28:41,+0000,,@si_heulang @ridwankamil Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,in,[],[],1495207467063844864,1495207467063844864,dani_ardiani,Dani Ardiani,7,23,https://twitter.com/dani_ardiani/status/1505687803258048513,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'si_heulang', 'name': 'atays sundara', 'id': '1495208945509879810'}, {'screen_name': 'ridwankamil', 'name': 'Ridwan Kamil', 'id': '80323736'}]",,,,,id
228,1505687621326221314,1505687621326221314,1647818877000.0,2022-03-20 23:27:57,+0000,,"YTH Bapak Wapres, MENAG, MUI dan Ormas Islam lainnya.. apa tanggapan Bapak atas Ritual Pawang Hujan d Mandalika kemarin??",in,[],[],1429412545606000655,1429412545606000655,AlGHANNA1338,Al GHANNA,7,23,https://twitter.com/AlGHANNA1338/status/1505687621326221314,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
230,1505687535229751301,1505687535229751301,1647818857000.0,2022-03-20 23:27:37,+0000,,Pembangunan Infrastruktur Telekomunikasi Dalam Gelaran MotoGP Mandalika.!!  #SemuaDemiindonesiaMaju  https://t.co/YtIEaE0Xbd,in,['semuademiindonesiamaju'],[],1421352765847064577,1421352765847064577,KatokRombeng,Eyang_Sepuh88,7,23,https://twitter.com/KatokRombeng/status/1505687535229751301,[],['https://pbs.twimg.com/media/FOVG0_iaMAMMZjG.jpg'],1,https://pbs.twimg.com/media/FOVG0_iaMAMMZjG.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
231,1505687533715599360,1505687533715599360,1647818857000.0,2022-03-20 23:27:37,+0000,,"Wajar aja Thor dateng ke Mandalika, dikira dia dipanggil Dr.Strange😂",in,[],[],449368592,449368592,mekukhere,k u k,7,23,https://twitter.com/mekukhere/status/1505687533715599360,[],[],0,,False,0,0,0,https://twitter.com/Marvfess/status/1505564034502131713,Mandalika,,,,,,,[],,,,,id
234,1505687447283601408,1505687447283601408,1647818836000.0,2022-03-20 23:27:16,+0000,,Pemerintah  harus bertanggung jawab atas turunya hujan disirkuit Mandalika karena pawang hujanya gagal mencegah hujan. Harusnya dari awal dibuka kran import pawang hujan biar gak malu2in  negara,in,[],[],1476204200551874565,1476204200551874565,batusangkak,Panama,7,23,https://twitter.com/batusangkak/status/1505687447283601408,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
235,1505687360104812544,1505687360104812544,1647818815000.0,2022-03-20 23:26:55,+0000,,"Sosok Rara Istiati Wulandari yang akrab dipanggil Mbak Rara tengah menjadi perbincangan publik dan para warganet, atas aksinya sebagai Pawang Hujan Mandalika.  https://t.co/H02KiDlif5",in,[],[],135795460,135795460,detikfinance,DetikFinance,7,23,https://twitter.com/detikfinance/status/1505687360104812544,['https://finance.detik.com/berita-ekonomi-bisnis/d-5992733/berapa-bayaran-mak-rara-pawang-hujan-mandalika-di-motogp-2022?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikfinance&utm_source=Twitter#Echobox=1647818770'],[],0,,False,4,0,1,,Mandalika,,,,,,,[],,,,,id
236,1505687359303475205,1505551462918623234,1647818815000.0,2022-03-20 23:26:55,+0000,,@lucywiryono Suksesssss pake banget.... termasuk sukses buat kita2 yg nonton #MotoGP dari TV jadi degdegan ... terimakasih kepada semua pihak yang telah menyukseskan #IndonesiaGP #Mandalika kalian semua kereeeeen.  #MandalikaKitaBangga,in,"['motogp', 'indonesiagp', 'mandalika', 'mandalikakitabangga']",[],2486995272,2486995272,yunieeekyu,Yunieque,7,23,https://twitter.com/yunieeekyu/status/1505687359303475205,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'lucywiryono', 'name': 'Lucy Wiryono', 'id': '59108817'}]",,,,,id
237,1505687262079557637,1505499327648608259,1647818792000.0,2022-03-20 23:26:32,+0000,,@ridwanhr Balapan mode di Mandalika berakhir sukses.  Kearifan lokal lebih jozz.  https://t.co/8y1GjvI49g,in,[],[],1238844012888346624,1238844012888346624,M20Supriyanto,Supriyanto M20,7,23,https://twitter.com/M20Supriyanto/status/1505687262079557637,[],['https://pbs.twimg.com/media/FOVGlXIacAA7toI.jpg'],1,https://pbs.twimg.com/media/FOVGlXIacAA7toI.jpg,False,1,1,0,,Mandalika,,,,,,,"[{'screen_name': 'ridwanhr', 'name': 'Ridwan Hanif', 'id': '43922847'}]",,,,,id
239,1505687220942155776,1505514988995194883,1647818782000.0,2022-03-20 23:26:22,+0000,,@Hilmi28 Alhamdulillah Moto GP di Mandalika tidak dalam cuaca panas...Sukses dan lancar... Semoga menjadi Sirkuit yang terus menerus dipakai Moto GP dan juga Mobil F1 kalau bisa...Gas Pol...,in,[],[],2783717701,2783717701,samarchitect86,Arsitek Sam Harrison,7,23,https://twitter.com/samarchitect86/status/1505687220942155776,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Hilmi28', 'name': 'Hilmi Firdausi', 'id': '65067181'}]",,,,,id
240,1505687179758309377,1505687179758309377,1647818772000.0,2022-03-20 23:26:12,+0000,,Cuma ini yg bisa dibanggakan dari race Mandalika 😢🤣😁🤭🤦🏻‍♂️,in,[],[],1142030368742133760,1142030368742133760,OnlyFrens,OnlyFrens,7,23,https://twitter.com/OnlyFrens/status/1505687179758309377,[],[],0,,False,15,4,7,https://twitter.com/MotoGP/status/1505620187319615492,Mandalika,,,,,,,[],,,,,id
242,1505687157780119552,1505687155737493505,1647818767000.0,2022-03-20 23:26:07,+0000,,"mau ngasih tau aja motogp bakal balap lagi di argentina tanggal 4. semoga makin banyak yg nonton motogp gacuma karna mandalika doang, biar gue ada temen ngobrol.",in,[],[],1142514927648690176,1142514927648690176,nshdio,dio,7,23,https://twitter.com/nshdio/status/1505687157780119552,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
245,1505687012258447361,1505687012258447361,1647818732000.0,2022-03-20 23:25:32,+0000,,Dirut Pertamina memperkirakan perputaran uang dalam MotoGP Mandalika mencapai Rp 3 triliun dan CEO Jouska ditahan jadi berita populer pada Minggu (21/3).  https://t.co/uwIHcb16qB,in,[],[],759692754985242625,759692754985242625,kumparan,kumparan,7,23,https://twitter.com/kumparan/status/1505687012258447361,['https://kumparan.com/kumparanbisnis/berita-populer-motogp-mandalika-datangkan-rp-3-t-kasus-investasi-ceo-jouska-1xj1Uig2I3Q?utm_medium=post&utm_source=Twitter&utm_campaign=int'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
246,1505687010966601734,1505687010966601734,1647818732000.0,2022-03-20 23:25:32,+0000,,"MotoGP Mandalika Sukses, tapi Penonton Kesal dan Kecewa karena Ini: Panitia Harus Tanggung Jawab! Masa Kami ....: Gelaran MotoGP di Sirkuit Mandalika, Lombok, Nusa Tenggara Barat, terbilang sukses meskipun…  https://t.co/96scAnp717 #News #motogpmandalika #motogpmandalikasukses",in,"['news', 'motogpmandalika', 'motogpmandalikasukses']",[],123757780,123757780,terkinidotid,Terkinidotid,7,23,https://twitter.com/terkinidotid/status/1505687010966601734,['http://dlvr.it/SM3TX2'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
247,1505686949881053184,1505686949881053184,1647818717000.0,2022-03-20 23:25:17,+0000,,"Selamat pagi indonesia apapun penghinaan kalian ke negara sendiri tapi tetap saja MotoGP Mandalika SUKSES BESAR,Allahumma Ya Allah, terimakasih Pak Jokowi terimakasih Rakyat Mandalika",in,[],[],1346736530493116417,1346736530493116417,FBH0rgcwzaQpwh4,하디 수얀토@ian,7,23,https://twitter.com/FBH0rgcwzaQpwh4/status/1505686949881053184,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
248,1505686906696527872,1505686906696527872,1647818707000.0,2022-03-20 23:25:07,+0000,,Ga usah lah ngomen negatif perkara pawang hujan di Mandalika kalo masih percaya zodiak-zodiakan.,in,[],[],1169230207888191489,1169230207888191489,Donburikuah,Surya,7,23,https://twitter.com/Donburikuah/status/1505686906696527872,[],[],0,,False,1,1,0,,Mandalika,,,,,,,[],,,,,id
249,1505686901973417986,1505443292858974208,1647818706000.0,2022-03-20 23:25:06,+0000,,@daqyoung @MonsieurPappag @randymulyanto Ntar aja dibuktiinnya kalo udah diundang pemerintah dgn gaji ratusan juta ke mandalika + masuk tv internasional yaa 😂😂,in,[],[],1207573920,1207573920,Adityatris,Mah besok bawa pot!,7,23,https://twitter.com/Adityatris/status/1505686901973417986,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'daqyoung', 'name': 'Sangyeon', 'id': '1431412909012254724'}, {'screen_name': 'randymulyanto', 'name': 'randy mulyanto 許意隆', 'id': '32402413'}]",,,,,id
254,1505686660905725953,1505667583688810504,1647818648000.0,2022-03-20 23:24:08,+0000,,@ShamsiAli2 @msaid_didu Terima kasih udah ikut nonton .. semoga tahun depan bisa lebih baik lagi .. bravo mandalika maju Indonesia .. 🇮🇩,in,[],[],247132849,247132849,pe_opewe,Lone Wolf 🇲🇨,7,23,https://twitter.com/pe_opewe/status/1505686660905725953,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ShamsiAli2', 'name': 'Imam Shamsi Ali', 'id': '380347823'}, {'screen_name': 'msaid_didu', 'name': 'Muhammad Said Didu', 'id': '1117990249806721024'}]",,,,,id
255,1505686636398460931,1505452086971957251,1647818643000.0,2022-03-20 23:24:03,+0000,,@geloraco Yg penting moto GP mendulang sukses walau hujan. Dan semua mengatakan kagum dan puas akan sirkuit pertamina mandalika,in,[],[],1456942883206885378,1456942883206885378,hideo_samuel,Hideo Samuel,7,23,https://twitter.com/hideo_samuel/status/1505686636398460931,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'geloraco', 'name': 'GELORA NEWS', 'id': '3319260420'}]",,,,,id
257,1505686555351867397,1505686555351867397,1647818623000.0,2022-03-20 23:23:43,+0000,,Assalamu'alaikum indonesia Selamat pagi mandalika Pagi pawang ........,in,[],[],1505528848145813504,1505528848145813504,Dewwtralala,Deww,7,23,https://twitter.com/Dewwtralala/status/1505686555351867397,[],[],0,,False,1,0,0,https://twitter.com/yo2thok/status/1505564260658679808,Mandalika,,,,,,,[],,,,,id
258,1505686411022053376,1505686411022053376,1647818589000.0,2022-03-20 23:23:09,+0000,,Presiden Apresiasi Masyarakat Hingga Penyelenggaraan MotoGP Mandalika 2022.!!  #SemuaDemiindonesiaMaju  https://t.co/qJ6NDBE3Dt,in,['semuademiindonesiamaju'],[],1421352765847064577,1421352765847064577,KatokRombeng,Eyang_Sepuh88,7,23,https://twitter.com/KatokRombeng/status/1505686411022053376,[],['https://pbs.twimg.com/media/FOVFzpYaQAAn6ya.jpg'],1,https://pbs.twimg.com/media/FOVFzpYaQAAn6ya.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
259,1505686316490510336,1505441198160621569,1647818566000.0,2022-03-20 23:22:46,+0000,,@SisiwittFrida Ga usah ngomong Mandalika daya pikir ibu ga nyampe mendingan jawab kenapa mantan koruptor dijadikan pengurus PD DKI?Eman ga ada lagi kah kader kader yang bener,in,[],[],1105363393106522112,1105363393106522112,Toni7216,Toni,7,23,https://twitter.com/Toni7216/status/1505686316490510336,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'SisiwittFrida', 'name': 'Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru)', 'id': '2165860890'}]",,,,,id
260,1505686234441842689,1505686234441842689,1647818547000.0,2022-03-20 23:22:27,+0000,,Jokowi Serahkan Trofi Juara MotoGP Mandalika 2022 Ke Miguel Oliveira.!!  #SemuaDemiindonesiaMaju  https://t.co/SVCiRCV8Lf,in,['semuademiindonesiamaju'],[],1421352765847064577,1421352765847064577,KatokRombeng,Eyang_Sepuh88,7,23,https://twitter.com/KatokRombeng/status/1505686234441842689,[],['https://pbs.twimg.com/media/FOVFpWJaUAITh1X.jpg'],1,https://pbs.twimg.com/media/FOVFpWJaUAITh1X.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
262,1505686100761022464,1505686100761022464,1647818515000.0,2022-03-20 23:21:55,+0000,,Susah payah berhasil bikin race motogp di mandalika ternyata yg jadi perhatian utama malah si dukun,in,[],[],211848613,211848613,sumadiwiria,Rama abu Athar,7,23,https://twitter.com/sumadiwiria/status/1505686100761022464,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
263,1505685920452063235,1505580609304862722,1647818472000.0,2022-03-20 23:21:12,+0000,,"@SisiwittFrida Sy koreksi ya...  Soal pawang hujan, dipercaya bisa menggeser awan cumulonimbus yang berada di elevasi ±2.000 m. Awan ini membawa hujan deras disertai petir dan guntur seperti di Mandalika kemarin. Dan jadwal race MotoGP Mandalika yang nentuin Dorna Sport.  Sampai sini paham?",in,[],[],1159724602412548097,1159724602412548097,jumprollus,𝙰𝚗𝚞𝚗𝚎𝚊𝚗𝚞,7,23,https://twitter.com/jumprollus/status/1505685920452063235,[],[],0,,False,3,0,0,,Mandalika,,,,,,,"[{'screen_name': 'SisiwittFrida', 'name': 'Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru)', 'id': '2165860890'}]",,,,,id
264,1505685821646532612,1505685821646532612,1647818448000.0,2022-03-20 23:20:48,+0000,,"Pengen komentar ahhh soal ritual ""tolak hujan"" di Mandalika...  Setau sy yg namanya ritual ""tolak hujan"" memang ada di negara Indonesia tapi ada yg nyinyir soal ini...🤭  Sy yakin mereka yg nyinyir juga tau koq ada yg namanya ritual ""tolak hujan"" tapi karna mereka...????  😅😅😅",in,[],[],1433631697422073859,1433631697422073859,cung_alberto,Florentine Cookies..😘😘😘💃💃💃,7,23,https://twitter.com/cung_alberto/status/1505685821646532612,[],[],0,,False,24,8,0,,Mandalika,,,,,,,[],,,,,id
265,1505685809554468864,1505685809554468864,1647818445000.0,2022-03-20 23:20:45,+0000,,Miguel Oliveira tampil sebagai juara MotoGP Mandalika. Rider Red Bull KTM itu mengungkap kunci kemenangannya.  https://t.co/wzGYNeJinC,in,[],[],69183155,69183155,detikcom,detikcom,7,23,https://twitter.com/detikcom/status/1505685809554468864,['https://sport.detik.com/moto-gp/d-5992782/miguel-oliveira-juara-motogp-mandalika-start-bagus-jadi-kuncinya?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1647817054'],[],0,,False,8,2,1,,Mandalika,,,,,,,[],,,,,id
267,1505685768580349958,1505685768580349958,1647818436000.0,2022-03-20 23:20:36,+0000,,Bentuk Dukungan BMW Indonesia di Ajang MotoGP Mandalika  https://t.co/vOVBcX0DdH,in,[],[],942360970470367233,942360970470367233,Tertulis,Juminten,7,23,https://twitter.com/Tertulis/status/1505685768580349958,['https://indobiker.wordpress.com/2022/03/21/bentuk-dukungan-bmw-indonesia-di-ajang-motogp-mandalika/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
268,1505685751647948802,1505685751647948802,1647818432000.0,2022-03-20 23:20:32,+0000,,Miguel Oliveira Persembahkan Podium untuk Anak dan Pegawai Hotel Mandalika  https://t.co/25wM1HmAmy,in,[],[],942360970470367233,942360970470367233,Tertulis,Juminten,7,23,https://twitter.com/Tertulis/status/1505685751647948802,['https://indobiker.wordpress.com/2022/03/21/miguel-oliveira-persembahkan-podium-untuk-anak-dan-pegawai-hotel-mandalika/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
269,1505685721436557313,1505685309560070146,1647818424000.0,2022-03-20 23:20:24,+0000,,"yang terjadi di Sirkuit Mandalika kemarin dan meyakini insiden yg dialami Marc Marquez tidak ada kaitannya dgn kondisi aspal ataupun lintasan. Benarkah demikian? Serta apa yang harus di Evaluasi?  [TALK] Iwan Banaran  -  Pengamat MotorGP , Otomotif  https://t.co/0XJni1r5uQ",in,[],[],121640063,121640063,RadioElshinta,Radio Elshinta,7,23,https://twitter.com/RadioElshinta/status/1505685721436557313,[],['https://pbs.twimg.com/media/FOVFJDSakAAq_ZH.jpg'],1,https://pbs.twimg.com/media/FOVFJDSakAAq_ZH.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
270,1505685721285525505,1505685721285525505,1647818424000.0,2022-03-20 23:20:24,+0000,,"Terima kasih buat panitia, pemerintah, penduduk lokal dan semua pihak yang sukses melaksanakan MotoGP Mandalika. Semoga semua masukan dan tugas yang tertinggal dapat diselesaikan dan diperbaiki agar putaran tahun depan masih ada nama Mandalika.",in,[],[],77160114,77160114,charlespaulms,Charles Paul MS,7,23,https://twitter.com/charlespaulms/status/1505685721285525505,[],[],0,,False,1,0,0,https://twitter.com/lucywiryono/status/1505561557928976384,Mandalika,,,,,,,[],,,,,id
272,1505685522504912897,1505571756698136581,1647818377000.0,2022-03-20 23:19:37,+0000,,"@arya_balikang @izalrafif @_ekokuntadhi Dia langsung ke mandalika lo, pasti sdh tahu betul kondisi ya? Kamu, Nonton dari tivi kan?",in,[],[],1341001866310631426,1341001866310631426,anaknyabibu,Ga mii 🌷🌻,7,23,https://twitter.com/anaknyabibu/status/1505685522504912897,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'arya_balikang', 'name': 'arya balikang 🇮🇩🇮🇩🇮🇩', 'id': '136562025'}, {'screen_name': 'izalrafif', 'name': '®Izalrafif_27', 'id': '1401725044401741824'}, {'screen_name': '_ekokuntadhi', 'name': 'Eko Kuntadhi', 'id': '198412976'}]",,,,,id
273,1505685494914420736,1505514988995194883,1647818370000.0,2022-03-20 23:19:30,+0000,,"@Hilmi28 Sudahkah anda lurus?   Nyatanya mandalika bisa digelar dg sukses, anda saja yg ribet karena tak dpt panggung disana",in,[],[],1340690398692270082,1340690398692270082,Syaiful51377477,Ifoel🇲🇨,7,23,https://twitter.com/Syaiful51377477/status/1505685494914420736,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Hilmi28', 'name': 'Hilmi Firdausi', 'id': '65067181'}]",,,,,id
275,1505685309560070146,1505685309560070146,1647818326000.0,2022-03-20 23:18:46,+0000,,Sejumlah kecelakaan terjadi pada ajang MotoGP  kemarin.   Pro kontra penyebab kecelakaan bermunculan. Mungkinkah karena ada kesalahan pada lintasan Sirkuit Mandalika?   Federasi Olahraga Motor Dunia (FIM) telah melakukan investigasi terkait beberapa insiden kecelakaan  https://t.co/41tA1FwIHk,in,[],[],121640063,121640063,RadioElshinta,Radio Elshinta,7,23,https://twitter.com/RadioElshinta/status/1505685309560070146,[],['https://pbs.twimg.com/media/FOVEzJ7aIAMfRIx.jpg'],1,https://pbs.twimg.com/media/FOVEzJ7aIAMfRIx.jpg,False,0,1,0,,Mandalika,,,,,,,[],,,,,id
