,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,lang
141,1505690978442653701,1505690978442653701,1647819678000.0,2022-03-20 23:41:18,+0000,,"Pawang hujan di Mandalika bisa gak ya mindahin hujannya ke rusia dan ukraina, biar disana hujan trus mrk jd mager, akhirnya bikin indomie smbil nntn netflix aja, gausah perang2.",in,[],[],1054745418062413826,1054745418062413826,Kinsriv,Kintan,7,23,https://twitter.com/Kinsriv/status/1505690978442653701,[],[],0,,False,1,1,0,,Mandalika,,,,,,,[],,,,,id
143,1505690930476888067,1505690930476888067,1647819666000.0,2022-03-20 23:41:06,+0000,,"Kadroen jelas streslah. MotoGP Mandalika sukses, mereka berharap Formula E lebih sukses lagi. Bola panas ada di kadroen sekarang...wkwkwk.",in,[],[],989373546295013377,989373546295013377,BilanganGanjil,Hendro Cahyono,7,23,https://twitter.com/BilanganGanjil/status/1505690930476888067,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
144,1505690875698900996,1505690875698900996,1647819653000.0,2022-03-20 23:40:53,+0000,,gara gara hujan buangan dari Mandalika  https://t.co/6EfZbNRanB,in,[],[],375701715,375701715,adnadante,dante,7,23,https://twitter.com/adnadante/status/1505690875698900996,[],"['https://pbs.twimg.com/media/FOVJ3hfVcAEvak4.jpg', 'https://pbs.twimg.com/media/FOVJ3hfVIAAr9MY.jpg', 'https://pbs.twimg.com/media/FOVJ3heVIAA73xZ.jpg', 'https://pbs.twimg.com/media/FOVJ3hdVUAEaGeG.jpg']",1,https://pbs.twimg.com/media/FOVJ3hfVcAEvak4.jpg,False,2,1,0,,Mandalika,,,,,,,[],,,,,id
146,1505690837929238532,1505690837929238532,1647819644000.0,2022-03-20 23:40:44,+0000,,"Ini Dia! Sosok Pawang Hujan yang Viral di MotoGP Mandalika, Ternyata...  https://t.co/p9skd6y5Er",in,[],[],1066660847156490241,1066660847156490241,WargaJurnal,JURNAL WARGA,7,23,https://twitter.com/WargaJurnal/status/1505690837929238532,['https://www.jurnalwarga.id/regional/pr-4143001995/ini-dia-sosok-pawang-hujan-yang-viral-di-motogp-mandalika-ternyata'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
147,1505690832040386563,1505526960004292611,1647819643000.0,2022-03-20 23:40:43,+0000,,@Mdy_Asmara1701 Wahhh kesimpulannya yang selama ini sinis dan nyinyir sama Mandalika ternyata penggemar MotoGP juga dan diem2 nonton.  Ehh ketemu dehhh …,in,[],[],142172580,142172580,gathoe18,Gathot Subroto,7,23,https://twitter.com/gathoe18/status/1505690832040386563,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'Mdy_Asmara1701', 'name': 'Maudy Asmara', 'id': '1334853481019056128'}]",,,,,id
150,1505690806933356546,1505456260908429314,1647819637000.0,2022-03-20 23:40:37,+0000,,"@KetutWicaksana Di Mandalika sudah memakai teknologi modifikasi cuaca dan sudah dibawa sama TNI Angkatan Udara. Ini baru bisa diakui karena kerjanya logis. Lah pawang hujan sudah caranya ga jelas malah ngundang tertawaan 1 tribun, ya kali kearifan lokal ditertawakan gitu?",in,[],[],1314776115517427712,1314776115517427712,adnbayu,Adnan Bayu,7,23,https://twitter.com/adnbayu/status/1505690806933356546,[],[],0,,False,4,1,0,,Mandalika,,,,,,,"[{'screen_name': 'KetutWicaksana', 'name': 'I Ketut Wicaksana', 'id': '1260531194149474304'}]",,,,,id
152,1505690789602463747,1505527413538983938,1647819633000.0,2022-03-20 23:40:33,+0000,,"@Kimansu3 @JohanIs98415847 Setiap manusia mempunyai Talent, Keyakinan msg msg...Keyakinan berhub dgn ""gelombang""...yg sampai pd Sang Kuasa melalui Doa yg baik..maka terjadilah menurut keyakinannya.. Trimakasih Ibu Roro..engkau sdh membantu kelancaran MotoGP MANDALIKA-INDONESIA.",in,[],[],1034076809636110336,1034076809636110336,DBahareksa,dienbi,7,23,https://twitter.com/DBahareksa/status/1505690789602463747,[],[],0,,False,4,0,3,,Mandalika,,,,,,,"[{'screen_name': 'Kimansu3', 'name': 'Kimansu', 'id': '937268808443609091'}, {'screen_name': 'JohanIs98415847', 'name': 'Johan Iskandar', 'id': '1469959354480615428'}]",,,,,id
153,1505690760855027712,1505690757315063808,1647819626000.0,2022-03-20 23:40:26,+0000,,"Ya, mungkin yg agak kelewatan adalah mempertontonkan itu di publik dan memberi spotlight, well... maybe that's kind of marketing gimmick to make GP Mandalika has a unique and memorable things... IDK:)))",in,[],[],166025267,166025267,botsosani,Bgd. Bot S Piliang,7,23,https://twitter.com/botsosani/status/1505690760855027712,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
154,1505690754978508801,1505690754978508801,1647819625000.0,2022-03-20 23:40:25,+0000,,"ANIES &amp; Pawang Pawang hujan di Mandalika, sama2 mencuri perhatian para penonton.   Yang satu diharapkan jadi presiden, yang pawang hujan mengharapkan untuk tidak jadi hujan.  Mari kita menikmati Indonesia ini dengan penuh keberagaman.  https://t.co/H2ThNLqyzw",in,[],[],1431256033897242626,1431256033897242626,Ozil855282201,Ozil La Pagala,7,23,https://twitter.com/Ozil855282201/status/1505690754978508801,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505690456226951169/pu/img/jI3oGF5eSFsEcB41.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
155,1505690751891820545,1505690751891820545,1647819624000.0,2022-03-20 23:40:24,+0000,,"Motor GP Mandalika di Lombok NTT Sukses Besar mengharumkan Indonesia❤️tercinta di Dunia, terima  kasih Presiden RI ke 7 Bapak Joko Widodo  Masyarakat NTB Lombok Ibu pintar dari Bali yg Berkat Tuhan dapat mengatasi Hujan dan Pembalap Dunia &amp; Indonesia bersama Tim MERDEKA🤟👍🙏🇮🇩.",in,[],[],219244515,219244515,ruhutsitompul,Ruhut Sitompul,7,23,https://twitter.com/ruhutsitompul/status/1505690751891820545,[],[],0,,False,229,53,21,,Mandalika,,,,,,,[],,,,,id
157,1505690655938519041,1505690655938519041,1647819601000.0,2022-03-20 23:40:01,+0000,,Presiden Jokowi Apresiasi Masyarakat dan Penyelenggara MotoGP Mandalika  https://t.co/9BVi5ehu36,in,[],[],914358631042125824,914358631042125824,mediapelangi1,mediapelangi,7,23,https://twitter.com/mediapelangi1/status/1505690655938519041,['https://www.mediapelangi.com/2022/03/21/presiden-jokowi-apresiasi-masyarakat-dan-penyelenggara-motogp-mandalika/'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
158,1505690615979266051,1505690615979266051,1647819591000.0,2022-03-20 23:39:51,+0000,,Presiden apresiasi Masyarakat hingga penyelenggara MotoGP Mandalika #SemuaDemiindonesiaMaju  https://t.co/C0Z2Gp4fER,in,['semuademiindonesiamaju'],[],1467076439174311936,1467076439174311936,Andrewwstuck,Andreww,7,23,https://twitter.com/Andrewwstuck/status/1505690615979266051,[],['https://pbs.twimg.com/media/FOVJoRAVUAAjRex.jpg'],1,https://pbs.twimg.com/media/FOVJoRAVUAAjRex.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
159,1505690564477349889,1505690564477349889,1647819579000.0,2022-03-20 23:39:39,+0000,,"*gue nunjukin video pawang hujan di Mandalika  Temen: ""ngga usah percaya gituan, syirik namanya. Eh btw zodiak lu apaan?""  *Lah?",in,[],[],1218535274373767169,1218535274373767169,danang_wijaya_0,ur.ali,7,23,https://twitter.com/danang_wijaya_0/status/1505690564477349889,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
161,1505690475835310081,1505455959279566853,1647819558000.0,2022-03-20 23:39:18,+0000,,@antoni11724 @HermanWSutisna1 @dapitnih Pertanyaan yg blm dijawab: 👇🏼 Agama apa yg ada ritual pawang hujan seperti di Mandalika itu?,in,[],[],192169886,192169886,ksatria_kelam,Fadhli Rizqi,7,23,https://twitter.com/ksatria_kelam/status/1505690475835310081,[],[],0,,False,0,1,0,,Mandalika,,,,,,,"[{'screen_name': 'antoni11724', 'name': 'Antoni Beringin', 'id': '1690192868'}, {'screen_name': 'HermanWSutisna1', 'name': 'Herman W. Sutisna', 'id': '1487986684155539456'}]",,,,,id
162,1505690454993432577,1505503967341531138,1647819553000.0,2022-03-20 23:39:13,+0000,,"@snogthenbite Sabar kisanak, ojo nganti aji2mu metu. Aku fokus kadrun turu karo kukur2 manuk, sing podo isin kuwi mergo ora komanan bathi, padahal ekonomi Mandalika iso munggah, gairah pariwisata munggah, produk lokal munggah, sing mudun ming uteke kadrun.",in,[],[],1017221186831376384,1017221186831376384,yovi_ix,DANGER RADIATION,7,23,https://twitter.com/yovi_ix/status/1505690454993432577,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'snogthenbite', 'name': 're', 'id': '1026328584'}]",,,,,id
163,1505690306041114625,1505690306041114625,1647819517000.0,2022-03-20 23:38:37,+0000,,Jokowi serahkan trofi juara MotoGP Mandalika 2022 #SemuaDemiindonesiaMaju  https://t.co/SFmIptwGK3,in,['semuademiindonesiamaju'],[],1466715394480107520,1466715394480107520,Rizalcutyy,Rizal,7,23,https://twitter.com/Rizalcutyy/status/1505690306041114625,[],['https://pbs.twimg.com/media/FOVJWSWVsAA_16Y.jpg'],1,https://pbs.twimg.com/media/FOVJWSWVsAA_16Y.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
167,1505690164013658121,1505690164013658121,1647819484000.0,2022-03-20 23:38:04,+0000,,Profil dan Biodata Lengkap Rara Istiati Wulandari Yang Menjadi Pawang Hujan Di MotoGP Mandalika 2022  https://t.co/JoX7ILfkIS #beritaterkini #infoterkini #BeritaViral,in,"['beritaterkini', 'infoterkini', 'beritaviral']",[],2413611692,2413611692,MJabodetabekCom,MediaJabodetabek.Com,7,23,https://twitter.com/MJabodetabekCom/status/1505690164013658121,['http://dlvr.it/SM3VGS'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
169,1505690087018807297,1505516022925004807,1647819465000.0,2022-03-20 23:37:45,+0000,,@DeyanJuna @ChusnulCh__ Ada kah yg bisa dibanggakan slain mandalika nul?,in,[],[],1060347954358247424,1060347954358247424,ovietbae,Ovietbae,7,23,https://twitter.com/ovietbae/status/1505690087018807297,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'DeyanJuna', 'name': 'Juna Deyan', 'id': '1480125686455029761'}, {'screen_name': 'ChusnulCh__', 'name': 'IG chchotimah', 'id': '2928583759'}]",,,,,id
170,1505690070556495874,1505110377037975557,1647819461000.0,2022-03-20 23:37:41,+0000,,@bangzul_ntb Penonton  MotoGP Mandalika sampek meluber. @korantempo jdikan ini berita dong.,in,[],[],1076439393823449091,1076439393823449091,Luthfi_nashrul,☎️Luthfi,7,23,https://twitter.com/Luthfi_nashrul/status/1505690070556495874,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'bangzul_ntb', 'name': 'Zulkieflimansyah', 'id': '1022722560041963520'}]",,,,,id
171,1505689957813215233,1505689957813215233,1647819434000.0,2022-03-20 23:37:14,+0000,,Presiden Jokowi Naik ke podium untuk menyerahkan trofi MotoGP Mandalika kemarin #SemuaDemiindonesiaMaju  https://t.co/RlRTqXEOkf,in,['semuademiindonesiamaju'],[],1453488869089767425,1453488869089767425,yourmineyaJ,MynameisJay,7,23,https://twitter.com/yourmineyaJ/status/1505689957813215233,[],['https://pbs.twimg.com/media/FOVJBk5UYAAFTFA.jpg'],1,https://pbs.twimg.com/media/FOVJBk5UYAAFTFA.jpg,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
172,1505689919288918017,1505689919288918017,1647819425000.0,2022-03-20 23:37:05,+0000,,"""bangke mandalika, belokannya kenceng banget dah. tapi gapapa si, seneng gue jaipongan..."" ujar marquez saat di wawancandai oleh cing abdel",in,[],[],1433125636260843522,1433125636260843522,iHeriartooo,Idhan Heriarto,7,23,https://twitter.com/iHeriartooo/status/1505689919288918017,[],[],0,,False,0,0,0,https://twitter.com/f1speed_indo/status/1505444514403852291,Mandalika,,,,,,,[],,,,,id
174,1505689843157807109,1505689843157807109,1647819407000.0,2022-03-20 23:36:47,+0000,,"Gelaran MotoGP di Sirkuit Internasional Pertamina Mandalika memberikan dampak ekonomi dalam skala lokal dan nasional. Sektor pariwisata, transportasi, infrastruktur, dan tenaga kerja meningkat signifikan pada ajang itu. #Olahraga  https://t.co/YF1kgSwVb6",in,['olahraga'],[],1504348745722654720,1504348745722654720,AuisGrand,grand auis,7,23,https://twitter.com/AuisGrand/status/1505689843157807109,['https://www.kompas.id/baca/ekonomi/2022/03/20/motogp-mandalika-bangkitkan-perekonomian?utm_source=medsos_twitter&utm_medium=link'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
178,1505689408996986880,1505689408996986880,1647819304000.0,2022-03-20 23:35:04,+0000,,"Kekacauan di Sirkuit Mandalika Setelah Balap MotoGP, Penonton Pilih Jalan hingga Nyaris 1 Jam  https://t.co/spnT2xj3rB",in,[],[],58880688,58880688,pikiran_rakyat,Pikiran Rakyat,7,23,https://twitter.com/pikiran_rakyat/status/1505689408996986880,['http://dlvr.it/SM3V80'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
179,1505689350197039104,1505516022925004807,1647819290000.0,2022-03-20 23:34:50,+0000,,@ChusnulCh__ Selesai motogp ... mandalika di gunakan untuk apa ya?,in,[],[],1027014502930309120,1027014502930309120,Basukiraffi1,Basraff,7,23,https://twitter.com/Basukiraffi1/status/1505689350197039104,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'ChusnulCh__', 'name': 'IG chchotimah', 'id': '2928583759'}]",,,,,id
181,1505689337257619457,1505689337257619457,1647819287000.0,2022-03-20 23:34:47,+0000,,"Setelah Mandalika beres, kasus covid kayanya bakal naik lagi nih, apalg menjelang puasa dan lebaran. #Cenayangaja",in,['cenayangaja'],[],545495221,545495221,aamiudik,tim prabu,7,23,https://twitter.com/aamiudik/status/1505689337257619457,[],[],0,,False,1,0,0,,Mandalika,,,,,,,[],,,,,id
182,1505689294379229187,1505428407747702785,1647819276000.0,2022-03-20 23:34:36,+0000,,@idextratime @HRC_MotoGP Yawllloh padahal semangat bgt buat ikut balapan di mandalika,in,[],[],1504444359332179975,1504444359332179975,AmandaLuthfi5,Amanda Luthfi,7,23,https://twitter.com/AmandaLuthfi5/status/1505689294379229187,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'idextratime', 'name': 'Extra Time Indonesia', 'id': '1222927522033094656'}, {'screen_name': 'HRC_MotoGP', 'name': 'Repsol Honda Team', 'id': '246618596'}]",,,,,id
184,1505689267980300289,1505689267980300289,1647819270000.0,2022-03-20 23:34:30,+0000,,"kenapa pawang hujan di mandalika gagal? karena diumumin, sok hebat otomatis pawang2 lain ngerjain rame mereka rame2 ngundang hujan hahahaha maka gagal total dan justru hujan deras hahahah KAPOK!",in,[],[],132045751,132045751,zuxylau,Kaos AGMK siap!,7,23,https://twitter.com/zuxylau/status/1505689267980300289,[],[],0,,False,4,0,1,,Mandalika,,,,,,,[],,,,,id
187,1505689221579022337,1505689221579022337,1647819259000.0,2022-03-20 23:34:19,+0000,,Pawang  hujan lokal gagal disirkuit Mandalika padahal itu event internasional. Harusnya gunakan pawang hujan import dari China,in,[],[],1476204200551874565,1476204200551874565,batusangkak,Panama,7,23,https://twitter.com/batusangkak/status/1505689221579022337,[],[],0,,False,0,0,1,,Mandalika,,,,,,,[],,,,,id
188,1505689217707683840,1505689217707683840,1647819258000.0,2022-03-20 23:34:18,+0000,,Yg waktu itu ngomong motogp mandalika gak bakal kejadian mana ya skr?,in,[],[],14427687,14427687,hwhardana,Hiro,7,23,https://twitter.com/hwhardana/status/1505689217707683840,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
189,1505689175948861442,1505689175948861442,1647819248000.0,2022-03-20 23:34:08,+0000,,"Bnyak yg komen negatif ttng pawang hujan, dan yg komen negatif gw pstikan gk ada di sirkuit mandalika. Seandainya mrka ada disini pasti mrka bkalan trdiam. Hujan dgn petir menggelegar bs mereda. Entah knpa mrka sngat malu skali membanggakan negerinya sendiri. Heran. #IndonesiaGP  https://t.co/uTOOaaMtDL",in,['indonesiagp'],[],742859477276348416,742859477276348416,prabawananda,✖ 𝙃𝙀𝙍𝙒𝙄𝙉 ✖,7,23,https://twitter.com/prabawananda/status/1505689175948861442,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505689147578920964/pu/img/ipTWP7fmmRN6dEzK.jpg,False,208,30,49,,Mandalika,,,,,,,[],,,,,id
190,1505689154545664001,1505689154545664001,1647819243000.0,2022-03-20 23:34:03,+0000,,Dorna apresiasi kesigapan Basarnas evakuasi pembalap MotoGP Mandalika  https://t.co/eslnkixNmm,in,[],[],205287653,205287653,ElshintaDotcom,ElshintaNews,7,23,https://twitter.com/ElshintaDotcom/status/1505689154545664001,['http://www.elshinta.com/news/262841/2022/03/20/dorna-apresiasi-kesigapan-basarnas-evakuasi-pembalap-motogp-mandalika'],[],0,,False,2,0,0,,Mandalika,,,,,,,[],,,,,id
192,1505688863179952132,1505682503138365440,1647819173000.0,2022-03-20 23:32:53,+0000,,"@Nisaa_C_Almeer Kenapa praktek pawang hujan di mayoritas penduduk muslim didunia pada pagelaran event motor gp mandalika yang islam mengajarkan tauhid,, belum ada ulama yang memberi fatwa,, apakah praktek pawag hujan  itu benar menurut agama Islam?",in,[],[],716888126312976384,716888126312976384,SuryaAj81671816,Surya Aji,7,23,https://twitter.com/SuryaAj81671816/status/1505688863179952132,[],[],0,,False,1,0,1,,Mandalika,,,,,,,"[{'screen_name': 'Nisaa_C_Almeer', 'name': 'An Nisaa Almeer & ConCa', 'id': '1144061516217348097'}]",,,,,id
193,1505688837137514499,1505492464580263937,1647819167000.0,2022-03-20 23:32:47,+0000,,@Belok_dong Selamat dan sukses promosi pawang hujan ke seluruh dunia di sirkuit Mandalika. Siapa tahu ada pesanan dari luar negeri untuk event-event lainnya untuk mengurangi pengangguran dan menambah pemasukan devisa.,in,[],[],260280417,260280417,mattdilaga,@mattdilaga,7,23,https://twitter.com/mattdilaga/status/1505688837137514499,[],[],0,,False,2,0,1,,Mandalika,,,,,,,"[{'screen_name': 'Belok_dong', 'name': 'Black Melow', 'id': '1172676209995657216'}]",,,,,id
194,1505688821010104320,1505459123936428034,1647819163000.0,2022-03-20 23:32:43,+0000,,@InfoBalademil @ridwankamil Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,in,[],[],1495207467063844864,1495207467063844864,dani_ardiani,Dani Ardiani,7,23,https://twitter.com/dani_ardiani/status/1505688821010104320,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'InfoBalademil', 'name': 'Balademil', 'id': '1479983886331301888'}, {'screen_name': 'ridwankamil', 'name': 'Ridwan Kamil', 'id': '80323736'}]",,,,,id
195,1505688790458798081,1505688790458798081,1647819156000.0,2022-03-20 23:32:36,+0000,,Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,in,[],[],1495207467063844864,1495207467063844864,dani_ardiani,Dani Ardiani,7,23,https://twitter.com/dani_ardiani/status/1505688790458798081,[],[],0,,False,1,0,0,https://twitter.com/si_heulang/status/1505599477213970432,Mandalika,,,,,,,[],,,,,id
196,1505688764600840193,1505599477213970432,1647819150000.0,2022-03-20 23:32:30,+0000,,@si_heulang @ridwankamil Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,in,[],[],1495207467063844864,1495207467063844864,dani_ardiani,Dani Ardiani,7,23,https://twitter.com/dani_ardiani/status/1505688764600840193,[],[],0,,False,1,0,0,,Mandalika,,,,,,,"[{'screen_name': 'si_heulang', 'name': 'atays sundara', 'id': '1495208945509879810'}, {'screen_name': 'ridwankamil', 'name': 'Ridwan Kamil', 'id': '80323736'}]",,,,,id
198,1505688748259897348,1505606699016724485,1647819146000.0,2022-03-20 23:32:26,+0000,,@detikcom Selain itu juga karena bapak Jokowi orang baik. Orang baik selalu dilindungi Allah. Sehingga perhelatan ajang balap dunia MotoGP di Mandalika bisa berjalan lancar dan sukses. Sirkuit juga cepat dibersihkan dari basah akibat hujan. Good job dan bangga dengan bapak Presiden kita.,in,[],[],44592315,44592315,bagoesz,Julian Utomo,7,23,https://twitter.com/bagoesz/status/1505688748259897348,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'detikcom', 'name': 'detikcom', 'id': '69183155'}]",,,,,id
199,1505688700449341443,1505688700449341443,1647819135000.0,2022-03-20 23:32:15,+0000,,Rara Sang Pawang Blak-blakan Ungkap Penyebab Hujan Petir di Mandalika : Saya Berhasil Kendalikan    https://t.co/Qcr3t3u70K lewat @tribunnews,in,[],[],1239919987227127808,1239919987227127808,Tribun_Bogor,TribunnewsBogor Official,7,23,https://twitter.com/Tribun_Bogor/status/1505688700449341443,['https://bogor.tribunnews.com/2022/03/21/rara-sang-pawang-blak-blakan-ungkap-penyebab-hujan-petir-di-mandalika-saya-berhasil-kendalikan'],[],0,,False,0,0,1,,Mandalika,,,,,,,[],,,,,id
201,1505688666441596929,1505688666441596929,1647819127000.0,2022-03-20 23:32:07,+0000,,@aniesbaswedan kok seperti galfok yach.... 1. Ikut ritual kendi di IKN 2. Nonton pawang hujan di mandalika  seberapa urgen kehadiran anda di dua titik tsb disaat sebagian besar rakyat sdg kesulitan ? empati kpd rakyat itu jati diri pemimpin bijak n arif,in,[],[],371570254,371570254,widi_kartika,widi kartika,7,23,https://twitter.com/widi_kartika/status/1505688666441596929,[],[],0,,False,1,0,1,https://twitter.com/aniesbaswedan/status/1505537188921942017,Mandalika,,,,,,,[],,,,,id
203,1505688647529426948,1505688647529426948,1647819122000.0,2022-03-20 23:32:02,+0000,,"Anies Curi Perhatian di Mandalika, Penonton Rebutan Selfie dan Bersorak: Pak Anies Presidenku!: Anies Baswedan yang menghadiri gelaran MotoGP di Sirkuit Mandalika pada Minggu kemarin, 20 Maret 2022,…  https://t.co/cb7tF8x0zV #News #aniesbaswedan #AniescuriperhatiandiMandalika",in,"['news', 'aniesbaswedan', 'aniescuriperhatiandimandalika']",[],123757780,123757780,terkinidotid,Terkinidotid,7,23,https://twitter.com/terkinidotid/status/1505688647529426948,['http://dlvr.it/SM3V0x'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
207,1505688524468547586,1505688524468547586,1647819093000.0,2022-03-20 23:31:33,+0000,,Mantapppppp. Semoga jalan jalan aspal nasional di provinsi Banten akan sebagus sirkuit Mandalika,in,[],[],725801262738903040,725801262738903040,aly_rhahoonx,aliyudin_albakrie,7,23,https://twitter.com/aly_rhahoonx/status/1505688524468547586,[],[],0,,False,0,0,0,https://twitter.com/jokowi/status/1505547359354195968,Mandalika,,,,,,,[],,,,,id
209,1505688435163508736,1505688435163508736,1647819071000.0,2022-03-20 23:31:11,+0000,,"Kan ada dukun  npa nga suruh manggil Bis   Para penonton di Sirkuit Mandalika terlantar saat hendak pulang, Minggu (20/03/22).  Penonton tersebut kecewa terutama yang berasal dari luar daerah, lantaran bus yang mengangkut mereka tak kunjung datang sampai pada malam hari.  https://t.co/KAamal8bpA",in,[],[],1483011583152640000,1483011583152640000,EsTeh__28,Es Teh,7,23,https://twitter.com/EsTeh__28/status/1505688435163508736,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505688380125851650/pu/img/tD0mvJxdG_IvEMr_.jpg,False,2,0,2,,Mandalika,,,,,,,[],,,,,id
210,1505688421058158596,1505688421058158596,1647819068000.0,2022-03-20 23:31:08,+0000,,mainnya barca indah banget. Kayak pemandangan di mandalika,in,[],[],1470538209662701572,1470538209662701572,rihan57207072,ayam kecap,7,23,https://twitter.com/rihan57207072/status/1505688421058158596,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
211,1505688410542931968,1505688410542931968,1647819066000.0,2022-03-20 23:31:06,+0000,,"Gelaran MotoGP Mandalika baru saja usai. Salah satu ajang kompetisi olahraga paling prestisius di dunia itu sukses digelar oleh Indonesia, meskipun masih ada kekurangan di sana-sini. Akankah MotoGP Mandalika bertahan sesuai kontrak yang berlaku 10 tahun?  https://t.co/5fe68NZIo8",in,[],[],1186946650595418116,1186946650595418116,voidotid,VOI.id,7,23,https://twitter.com/voidotid/status/1505688410542931968,['https://voi.id/bernas/147649/keberlanjutan-motogp-mandalika-bukan-tergantung-biaya-namun-kebijakan-pemerintah-indonesia'],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
212,1505688294507483137,1505688294507483137,1647819038000.0,2022-03-20 23:30:38,+0000,,Salut sama MotoGP Mandalika yang digelar kemarin dengan mengusung kearifan lokal yaitu pohon hujan,in,[],[],1385211218395230212,1385211218395230212,MrDeck7,Mr Deck,7,23,https://twitter.com/MrDeck7/status/1505688294507483137,[],[],0,,False,0,0,0,,Mandalika,,,,,,,[],,,,,id
213,1505688280964030465,1505688280964030465,1647819035000.0,2022-03-20 23:30:35,+0000,,"Islam Nusantara sedang mencapai kejayaannya ?  Kasus sesajen di G. Semeru yang reaksinya sangat luar biasa, Kendi/ Gentong IKN, Ritual Tolak Hujan di Mandalika...  Ritual Kendi IKN hingga Aksi Pawang Hujan di Mandalika, PA 212: Indonesia Masuk Orde Klenik  https://t.co/eEMRKWMl7b",in,[],[],1485256166523703297,1485256166523703297,Jon_de_Ababiel,"Jon de Setia Negara, Patriot dan Nasionalis",7,23,https://twitter.com/Jon_de_Ababiel/status/1505688280964030465,['https://www.gelora.co/2022/03/ritual-kendi-ikn-hingga-aksi-pawang.html'],[],0,,False,4,1,0,,Mandalika,,,,,,,[],,,,,id
215,1505688234239881218,1505688234239881218,1647819024000.0,2022-03-20 23:30:24,+0000,,"Marc Marquez crash saat menjalani kualifikasi di Pertamina Mandalika Circuit, begini tanggapan Atta Halilintar",in,[],[],1433125636260843522,1433125636260843522,iHeriartooo,Idhan Heriarto,7,23,https://twitter.com/iHeriartooo/status/1505688234239881218,[],[],0,,False,0,0,0,https://twitter.com/tvindonesiawkwk/status/1505459529068445697,Mandalika,,,,,,,[],,,,,id
216,1505688194318467072,1505444909456801803,1647819014000.0,2022-03-20 23:30:14,+0000,,@MotoGP Yang penting berhasil dan sukses motogp mandalika,in,[],[],98341327,98341327,nanggal,danu budi p,7,23,https://twitter.com/nanggal/status/1505688194318467072,[],[],0,,False,0,0,0,,Mandalika,,,,,,,"[{'screen_name': 'MotoGP', 'name': 'MotoGP™🏁', 'id': '14082692'}]",,,,,id
217,1505688144561455104,1505688144561455104,1647819002000.0,2022-03-20 23:30:02,+0000,,"Berita yang muncul dimana-mana hari ini cukup lucu. Di ajang internasional, dilihatin pawang hujan dan cara kerjanya😂. Liat reaksi pembalapnya makin ngakak wkwk. Semoga sirkuit Mandalika baik2 saja ya dan kedepannya ga perlu ada pawang hujan lagi 😂",in,[],[],1138566181160333313,1138566181160333313,parkgeoforenvi,arkenvifor,7,23,https://twitter.com/parkgeoforenvi/status/1505688144561455104,[],[],0,,False,0,0,1,,Mandalika,,,,,,,[],,,,,id
